,Original JPG,Binary PNG,IoU,Recall
122,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1 (3-23-2018 1-45-15 PM)/1 19.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1.1/1 19.png,0.0,0.0
123,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1 (3-23-2018 1-45-15 PM)/1 03.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1.1/1 03.png,0.0,0.0
124,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1 (3-23-2018 1-45-15 PM)/1 02.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1.1/1 02.png,0.0,0.0
125,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1 (3-23-2018 1-45-15 PM)/1 16.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1.1/1 16.png,0.0,0.0
126,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1 (3-23-2018 1-45-15 PM)/1 06.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1.1/1 06.png,0.6547619047619048,0.4968383017163505
127,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1 (3-23-2018 1-45-15 PM)/1 05.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1.1/1 05.png,0.0,0.0
128,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1 (3-23-2018 1-45-15 PM)/1 12.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1.1/1 12.png,0.0,0.0
129,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1 (3-23-2018 1-45-15 PM)/1 07.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1.1/1 07.png,0.5386779184247539,0.34692028985507245
130,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1 (3-23-2018 1-45-15 PM)/1 08.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1.1/1 08.png,0.8193202146690519,0.32005590496156533
131,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1 (3-23-2018 1-45-15 PM)/1 18.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/1.1/1 18.png,0.0,0.0
132,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/2 (3-23-2018 1-45-17 PM)/2 14.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/2.1/2 14.png,0.0,0.0
133,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/2 (3-23-2018 1-45-17 PM)/2 15.jpg,/home/tien/OpenCV/Skin/Data/SegmentedData/Hung/4/2.1/2 15.png,0.0,0.0
